Table 1: Average Sales,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Tete A Mensa-Annan,2371990.836,4590063.967,4825247.156,5015173.597,4521824.025,-7060611.938,-19500431.39,-26410306.24,-9945698.096,2460420.416,-39132327.67
Southeast,2277188.242,4188844.312,4473735.733,4441121.808,4131174.052,-6807721.324,-17769883.72,-24834673.27,-8637277.24,2270694.369,-36266797.03
Tsvi Michael Reiter,2277188.242,4188844.312,4473735.733,4441121.808,4131174.052,-6807721.324,-17769883.72,-24834673.27,-8637277.24,2270694.369,-36266797.03
Southwest,6970135.722,13087819.41,13765894.52,14105765.58,12889570.95,-19406364.64,-54108068.01,-74594703.85,-27146913.07,7066340.546,-107370522.8
Linda C Mitchell,3437256.979,6450310.928,6855277.995,7048676.383,6441094.443,-9632868.322,-27454122.32,-37645888.97,-13706363,3612242.7,-54594383.19
Shu K Ito,3532878.743,6637508.486,6910616.529,7057089.196,6448476.509,-9773496.32,-26653945.69,-36948814.88,-13440550.07,3454097.846,-52776139.65
Pacific,1031082.364,1892619.868,2174519.39,2097123.003,1956855.534,-3237871.883,-7906353.07,-11228691.5,-4085266.827,1082617.895,-16223365.23
Australia,1031082.364,1892619.868,2174519.39,2097123.003,1956855.534,-3237871.883,-7906353.07,-11228691.5,-4085266.827,1082617.895,-16223365.23
Australia,1031082.364,1892619.868,2174519.39,2097123.003,1956855.534,-3237871.883,-7906353.07,-11228691.5,-4085266.827,1082617.895,-16223365.23
Lynn N Tsoflias,1031082.364,1892619.868,2174519.39,2097123.003,1956855.534,-3237871.883,-7906353.07,-11228691.5,-4085266.827,1082617.895,-16223365.23
Grand Total,30248161.48,56132399.86,59222222.72,60781204.09,55201719.58,-85919202.62,-233414353.1,-325042333.2,-117726027.9,30391981.91,-470124227.2
,,,,,,,,,,,
,,,,,,,,,,,
Tabe 7: Gross Margins in percentages,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Europe,0.031181421,0.032068556,0.031932299,0.031745568,0.031758317,-0.032846179,-0.095813726,-0.218194901,-0.074015288,0.03222541,-0.02745112
France,0.031333372,0.0319202,0.032929205,0.031515946,0.031602376,-0.033767056,-0.094194387,-0.221109516,-0.076556663,0.032384089,-0.027283011
France,0.031333372,0.0319202,0.032929205,0.031515946,0.031602376,-0.033767056,-0.094194387,-0.221109516,-0.076556663,0.032384089,-0.027283011
Ranjit R Varkey Chudukatil,0.031333372,0.0319202,0.032929205,0.031515946,0.031602376,-0.033767056,-0.094194387,-0.221109516,-0.076556663,0.032384089,-0.027283011
Germany,0.030926848,0.032408703,0.031882877,0.031928775,0.031743904,-0.032560753,-0.09798479,-0.219272016,-0.074776042,0.032602061,-0.027744678
Germany,0.030926848,0.032408703,0.031882877,0.031928775,0.031743904,-0.032560753,-0.09798479,-0.219272016,-0.074776042,0.032602061,-0.027744678
Rachel B Valdez,0.030926848,0.032408703,0.031882877,0.031928775,0.031743904,-0.032560753,-0.09798479,-0.219272016,-0.074776042,0.032602061,-0.027744678
United Kingdom,0.031277413,0.031881819,0.030960441,0.031796905,0.03193133,-0.032216839,-0.095228272,-0.214259963,-0.070820648,0.031695022,-0.027325071
United Kingdom,0.031277413,0.031881819,0.030960441,0.031796905,0.03193133,-0.032216839,-0.095228272,-0.214259963,-0.070820648,0.031695022,-0.027325071
Jae B Pak,0.031277413,0.031881819,0.030960441,0.031796905,0.03193133,-0.032216839,-0.095228272,-0.214259963,-0.070820648,0.031695022,-0.027325071
North America,0.032217187,0.032099051,0.031986851,0.032040426,0.032035473,-0.033016091,-0.094324031,-0.216794828,-0.074520266,0.032019939,-0.027218385
Canada,0.032570115,0.032079297,0.032048287,0.032290901,0.031902714,-0.032579141,-0.093948243,-0.220596921,-0.076722579,0.031859342,-0.027559208
Canada,0.032570115,0.032079297,0.032048287,0.032290901,0.031902714,-0.032579141,-0.093948243,-0.220596921,-0.076722579,0.031859342,-0.027559208
Garrett R Vargas,0.031977233,0.031622568,0.031901392,0.032253443,0.031786514,-0.03240659,-0.091834503,-0.219994484,-0.076938961,0.031852075,-0.027530986
José Edvaldo Saraiva,0.033152118,0.03253573,0.032194726,0.032327542,0.032019973,-0.032749146,-0.096080713,-0.221207366,-0.076503616,0.031866767,-0.027587416
United States,0.032106691,0.032105006,0.031967838,0.031964226,0.032076136,-0.033150331,-0.094440454,-0.215643761,-0.073841446,0.032069146,-0.027113819
Central,0.031947788,0.032314204,0.03148449,0.032334047,0.031867413,-0.033513323,-0.092563839,-0.218914837,-0.065726651,0.032153735,-0.026934451
Jillian  Carson,0.031947788,0.032314204,0.03148449,0.032334047,0.031867413,-0.033513323,-0.092563839,-0.218914837,-0.065726651,0.032153735,-0.026934451
Northeast,0.032340746,0.031576145,0.031197466,0.031853138,0.032662618,-0.031331277,-0.094967163,-0.219965898,-0.074332974,0.033028334,-0.027689466
Michael G Blythe,0.032340746,0.031576145,0.031197466,0.031853138,0.032662618,-0.031331277,-0.094967163,-0.219965898,-0.074332974,0.033028334,-0.027689466
Northwest,0.031785737,0.032367878,0.03228231,0.031951231,0.032059077,-0.033575573,-0.094203228,-0.216343196,-0.075526654,0.031988919,-0.027068281
David R Campbell,0.032427728,0.032073579,0.032503839,0.032106667,0.032359553,-0.0349047,-0.09295265,-0.219121218,-0.07487053,0.031968726,-0.027137345
Pamela O Ansman-Wolfe,0.031595154,0.033159235,0.032204307,0.031725213,0.031935828,-0.032669239,-0.092061997,-0.213023938,-0.074719009,0.03226839,-0.026298011
Tete A Mensa-Annan,0.031333955,0.03189796,0.032143472,0.032022527,0.031891533,-0.033170946,-0.097618412,-0.21694565,-0.07699224,0.031729355,-0.027769334
Southeast,0.032702532,0.031988062,0.03197581,0.031667458,0.031638646,-0.035215188,-0.094735687,-0.220008343,-0.07266881,0.032207085,-0.028017311
Tsvi Michael Reiter,0.032702532,0.031988062,0.03197581,0.031667458,0.031638646,-0.035215188,-0.094735687,-0.220008343,-0.07266881,0.032207085,-0.028017311
Southwest,0.032245757,0.031931238,0.031917431,0.032008666,0.032165109,-0.032343809,-0.094941985,-0.211813207,-0.074287055,0.031889033,-0.026790045
Linda C Mitchell,0.032390318,0.031801222,0.031610467,0.032096239,0.032356275,-0.031935273,-0.095864901,-0.213936228,-0.07531422,0.032145731,-0.027258398
Shu K Ito,0.032106343,0.03205861,0.032227885,0.031921672,0.031976404,-0.032756826,-0.094009759,-0.209693036,-0.073268035,0.031624931,-0.026322196
Pacific,0.030936363,0.031098504,0.032509728,0.031785105,0.032208966,-0.035512952,-0.092586138,-0.207966636,-0.071917045,0.032038374,-0.026640764
Australia,0.030936363,0.031098504,0.032509728,0.031785105,0.032208966,-0.035512952,-0.092586138,-0.207966636,-0.071917045,0.032038374,-0.026640764
Australia,0.030936363,0.031098504,0.032509728,0.031785105,0.032208966,-0.035512952,-0.092586138,-0.207966636,-0.071917045,0.032038374,-0.026640764
Lynn N Tsoflias,0.030936363,0.031098504,0.032509728,0.031785105,0.032208966,-0.035512952,-0.092586138,-0.207966636,-0.071917045,0.032038374,-0.026640764
Grand Total,0.032061974,0.032061012,0.031999966,0.032000114,0.03201203,-0.033085608,-0.094421222,-0.216626062,-0.074373593,0.032042396,-0.02722275
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 8: Total Quantity Sold,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Europe,224626,415606,436515,450465,409842,659592,658365,447379,414748,224190,4341328
France,76401,138805,146805,152667,138154,217308,217867,148447,137591,73077,1447122
France,76401,138805,146805,152667,138154,217308,217867,148447,137591,73077,1447122
Ranjit R Varkey Chudukatil,76401,138805,146805,152667,138154,217308,217867,148447,137591,73077,1447122
Germany,74356,138521,147710,150199,135332,221215,221939,148381,137308,75582,1450543
Germany,74356,138521,147710,150199,135332,221215,221939,148381,137308,75582,1450543
Rachel B Valdez,74356,138521,147710,150199,135332,221215,221939,148381,137308,75582,1450543
United Kingdom,73869,138280,142000,147599,136356,221069,218559,150551,139849,75531,1443663
United Kingdom,73869,138280,142000,147599,136356,221069,218559,150551,139849,75531,1443663
Jae B Pak,73869,138280,142000,147599,136356,221069,218559,150551,139849,75531,1443663
North America,1804005,3350994,3536192,3642019,3297929,5294768,5356709,3597121,3364934,1813736,35058407
Canada,431243,776671,835710,851448,774331,1243746,1263618,840623,790406,426196,8233992
Canada,431243,776671,835710,851448,774331,1243746,1263618,840623,790406,426196,8233992
Garrett R Vargas,213241,388629,419071,423425,389962,618726,633910,422425,397464,214172,4121025
José Edvaldo Saraiva,218002,388042,416639,428023,384369,625020,629708,418198,392942,212024,4112967
United States,1372762,2574323,2700482,2790571,2523598,4051022,4093091,2756498,2574528,1387540,26824415
Central,120020,216329,231480,234094,215626,348565,350695,234665,216901,113346,2281721
Jillian  Carson,120020,216329,231480,234094,215626,348565,350695,234665,216901,113346,2281721
Northeast,104185,195352,200545,210328,185843,312205,309112,209730,193607,104490,2025397
Michael G Blythe,104185,195352,200545,210328,185843,312205,309112,209730,193607,104490,2025397
Northwest,513844,962107,997381,1045742,938664,1506663,1523072,1014135,960182,520964,9982754
David R Campbell,172056,325692,327732,348464,307796,499740,509868,333778,322583,174557,3322266
Pamela O Ansman-Wolfe,173757,313049,335421,347701,316309,501931,507218,341473,318554,173315,3328728
Tete A Mensa-Annan,168031,323366,334228,349577,314559,504992,505986,338884,319045,173092,3331760
Southeast,153774,289556,312961,313308,290895,457025,475034,317777,294576,157208,3062114
Tsvi Michael Reiter,153774,289556,312961,313308,290895,457025,475034,317777,294576,157208,3062114
Southwest,480939,910979,958115,987099,892570,1426564,1435178,980191,909262,491532,9472429
Linda C Mitchell,236127,451939,480646,492028,444391,714679,721197,491181,452125,249351,4733664
Shu K Ito,244812,459040,477469,495071,448179,711885,713981,489010,457137,242181,4738765
Pacific,74170,135846,148167,147550,136009,217184,213462,149364,140325,74600,1436677
Australia,74170,135846,148167,147550,136009,217184,213462,149364,140325,74600,1436677
Australia,74170,135846,148167,147550,136009,217184,213462,149364,140325,74600,1436677
Lynn N Tsoflias,74170,135846,148167,147550,136009,217184,213462,149364,140325,74600,1436677
Grand Total,2102801,3902446,4120874,4240034,3843780,6171544,6228536,4193864,3920007,2112526,40836412
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 9: ReSeller Count ,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Europe,120,120,120,120,120,120,120,120,120,120,120
France,40,40,40,40,40,40,40,40,40,40,40
France,40,40,40,40,40,40,40,40,40,40,40
Ranjit R Varkey Chudukatil,40,40,40,40,40,40,40,40,40,40,40
Germany,40,40,40,40,40,40,40,40,40,40,40
Germany,40,40,40,40,40,40,40,40,40,40,40
Rachel B Valdez,40,40,40,40,40,40,40,40,40,40,40
United Kingdom,40,40,40,40,40,40,40,40,40,40,40
United Kingdom,40,40,40,40,40,40,40,40,40,40,40
Jae B Pak,40,40,40,40,40,40,40,40,40,40,40
North America,541,541,541,541,541,541,541,541,541,541,541
Canada,114,114,114,114,114,114,114,114,114,114,114
Canada,114,114,114,114,114,114,114,114,114,114,114
Garrett R Vargas,114,114,114,114,114,114,114,114,114,114,114
José Edvaldo Saraiva,114,114,114,114,114,114,114,114,114,114,114
United States,427,427,427,427,427,427,427,427,427,427,427
Central,63,63,63,63,63,63,63,63,63,63,63
Jillian  Carson,63,63,63,63,63,63,63,63,63,63,63
Northeast,56,56,56,56,56,56,56,56,56,56,56
Michael G Blythe,56,56,56,56,56,56,56,56,56,56,56
Northwest,92,92,92,92,92,92,92,92,92,92,92
David R Campbell,92,92,92,92,92,92,92,92,92,92,92
Pamela O Ansman-Wolfe,92,92,92,92,92,92,92,92,92,92,92
Tete A Mensa-Annan,92,92,92,92,92,92,92,92,92,92,92
Southeast,85,85,85,85,85,85,85,85,85,85,85
Tsvi Michael Reiter,85,85,85,85,85,85,85,85,85,85,85
Southwest,131,131,131,131,131,131,131,131,131,131,131
Linda C Mitchell,131,131,131,131,131,131,131,131,131,131,131
Shu K Ito,131,131,131,131,131,131,131,131,131,131,131
Pacific,40,40,40,40,40,40,40,40,40,40,40
Australia,40,40,40,40,40,40,40,40,40,40,40
Australia,40,40,40,40,40,40,40,40,40,40,40
Lynn N Tsoflias,40,40,40,40,40,40,40,40,40,40,40
Grand Total,701,701,701,701,701,701,701,701,701,701,701
,,,,,,,,,,,
,,,,,,,,,,,
Table 10: Total Sales Amount,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Europe,100161133.2,187111476.1,196206464.8,202551126.7,183887618.1,277348067.3,260904294.5,159584022.6,166920557.6,100632843.7,1835307605
France,34195726.58,63033453.78,65667169.8,68754475.35,62003658.89,91924462.37,86026755.59,52992692.83,54926384.35,32615021.4,612139800.9
France,34195726.58,63033453.78,65667169.8,68754475.35,62003658.89,91924462.37,86026755.59,52992692.83,54926384.35,32615021.4,612139800.9
Ranjit R Varkey Chudukatil,34195726.58,63033453.78,65667169.8,68754475.35,62003658.89,91924462.37,86026755.59,52992692.83,54926384.35,32615021.4,612139800.9
Germany,32884781.96,61724093.93,66564692.14,67633440.64,60922604.99,93172832.35,87679149.78,52867962.54,55163275.61,34067487.77,612680321.7
Germany,32884781.96,61724093.93,66564692.14,67633440.64,60922604.99,93172832.35,87679149.78,52867962.54,55163275.61,34067487.77,612680321.7
Rachel B Valdez,32884781.96,61724093.93,66564692.14,67633440.64,60922604.99,93172832.35,87679149.78,52867962.54,55163275.61,34067487.77,612680321.7
United Kingdom,33080624.62,62353928.35,63974602.87,66163210.72,60961354.26,92250772.54,87198389.09,53723367.23,56830897.68,33950334.55,610487481.9
United Kingdom,33080624.62,62353928.35,63974602.87,66163210.72,60961354.26,92250772.54,87198389.09,53723367.23,56830897.68,33950334.55,610487481.9
Jae B Pak,33080624.62,62353928.35,63974602.87,66163210.72,60961354.26,92250772.54,87198389.09,53723367.23,56830897.68,33950334.55,610487481.9
North America,809937638.6,1502829033,1587601714,1630876587,1479762845,2228353006,2125755063,1286899803,1359175079,814068676.6,14825259445
Canada,193117568.6,348132221.1,375217315,380417850.5,346965790.3,523702389.4,502805136.3,299063213.9,320233191.6,190929265.9,3480583943
Canada,193117568.6,348132221.1,375217315,380417850.5,346965790.3,523702389.4,502805136.3,299063213.9,320233191.6,190929265.9,3480583943
Garrett R Vargas,95664768.88,174009681.4,187317267.2,188110054.6,174270307.9,259904637,252511517,150518943.6,161066204.3,96488038.21,1739861420
José Edvaldo Saraiva,97452799.75,174122539.7,187900047.8,192307795.9,172695482.5,263797752.4,250293619.4,148544270.3,159166987.3,94441227.66,1740722523
United States,616820070,1154696812,1212384399,1250458736,1132797054,1704650616,1622949927,987836589.1,1038941887,623139410.7,11344675502
Central,53741406.93,97530068.55,104014046.8,104716676.2,96193494.76,147001724.2,140080485.1,84888386.98,88185625.25,50707841.95,967059756.7
Jillian  Carson,53741406.93,97530068.55,104014046.8,104716676.2,96193494.76,147001724.2,140080485.1,84888386.98,88185625.25,50707841.95,967059756.7
Northeast,46820819.01,87905693.21,90356783.6,95334525.5,83122651.99,130839988.9,122726057.2,75187449.65,78702567.77,46552841.33,857549378.2
Michael G Blythe,46820819.01,87905693.21,90356783.6,95334525.5,83122651.99,130839988.9,122726057.2,75187449.65,78702567.77,46552841.33,857549378.2
Northwest,230467776.8,428435710.5,446806489.1,469479252.6,422175786.2,633488695.3,602663461,362708046.2,387762970.2,233784218.1,4217772406
David R Campbell,76504889.51,145119703.7,146844041.2,156106179.7,137620614,209067137.6,202640769.7,119152202.6,128850013.5,78544993.69,1400450545
Pamela O Ansman-Wolfe,78262554.37,139417652.4,149846518.1,156759151.7,142767571.1,211566250.8,200260873.2,121818873,129735028.1,77695245.56,1408129718
Tete A Mensa-Annan,75700332.95,143898354.4,150115929.8,156613921.2,141787601.1,212855306.8,199761818.2,121736970.6,129177928.7,77543978.86,1409192143
Southeast,69633391.35,130950239.3,139910007.1,140242448.1,130573666.3,193317763.1,187573282.1,112880597.7,118858107.4,70502946.71,1294442449
Tsvi Michael Reiter,69633391.35,130950239.3,139910007.1,140242448.1,130573666.3,193317763.1,187573282.1,112880597.7,118858107.4,70502946.71,1294442449
Southwest,216156675.9,409875100.4,431297072.2,440685834,400731455.1,600002445,569906641.4,352172108.6,365432616.9,221591562.6,4007851512
Linda C Mitchell,106119890.1,202832169.9,216867345,219610663.2,199067862.6,301637261.9,286383462.2,175967807.6,181989045.8,112370838.3,2002846347
Shu K Ito,110036785.8,207042930.5,214429727.2,221075170.8,201663592.5,298365183.1,283523179.2,176204300.9,183443571.1,109220724.3,2005005165
Pacific,33329139.42,60858870.93,66888268.22,65978167.21,60754993.84,91174394.85,85394565.79,53992754.44,56805265.08,33791287.42,608967707.2
Australia,33329139.42,60858870.93,66888268.22,65978167.21,60754993.84,91174394.85,85394565.79,53992754.44,56805265.08,33791287.42,608967707.2
Australia,33329139.42,60858870.93,66888268.22,65978167.21,60754993.84,91174394.85,85394565.79,53992754.44,56805265.08,33791287.42,608967707.2
Lynn N Tsoflias,33329139.42,60858870.93,66888268.22,65978167.21,60754993.84,91174394.85,85394565.79,53992754.44,56805265.08,33791287.42,608967707.2
Grand Total,943427911.2,1750799380,1850696447,1899405881,1724405457,2596875468,2472053924,1500476580,1582900902,948492807.7,17269534757
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 11: Total Product Costs,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Europe,97037966.72,181111081.2,189941141.3,196121026.2,178047656.8,286457891.6,285902507,194404442.7,179275230.7,97389909.03,1885688853
France,33124259.16,61021413.36,63504802.09,66587613.04,60044195.97,95028480.8,94129993.14,64709881.46,59131365.06,31558813.66,628840817.7
France,33124259.16,61021413.36,63504802.09,66587613.04,60044195.97,95028480.8,94129993.14,64709881.46,59131365.06,31558813.66,628840817.7
Ranjit R Varkey Chudukatil,33124259.16,61021413.36,63504802.09,66587613.04,60044195.97,95028480.8,94129993.14,64709881.46,59131365.06,31558813.66,628840817.7
Germany,31867759.31,59723696.12,64442418.24,65473987.75,58988683.69,96206609.95,96270372.86,64460427.28,59288167,32956817.44,629678939.6
Germany,31867759.31,59723696.12,64442418.24,65473987.75,58988683.69,96206609.95,96270372.86,64460427.28,59288167,32956817.44,629678939.6
Rachel B Valdez,31867759.31,59723696.12,64442418.24,65473987.75,58988683.69,96206609.95,96270372.86,64460427.28,59288167,32956817.44,629678939.6
United Kingdom,32045948.25,60365971.7,61993920.96,64059425.38,59014777.14,95222800.82,95502141.03,65234133.91,60855698.66,32874277.94,627169095.8
United Kingdom,32045948.25,60365971.7,61993920.96,64059425.38,59014777.14,95222800.82,95502141.03,65234133.91,60855698.66,32874277.94,627169095.8
Jae B Pak,32045948.25,60365971.7,61993920.96,64059425.38,59014777.14,95222800.82,95502141.03,65234133.91,60855698.66,32874277.94,627169095.8
North America,783843725.9,1454589648,1536819334,1578622606,1432357942,2301924512,2326264851,1565893025,1460461167,788002247.3,15228779058
Canada,186827707.3,336964384.2,363192242.8,368133815.3,335896640,540764163.6,550042795.5,365035638,344802308,184846385.1,3576506080
Canada,186827707.3,336964384.2,363192242.8,368133815.3,335896640,540764163.6,550042795.5,365035638,344802308,184846385.1,3576506080
Garrett R Vargas,92605674.26,168507048.3,181341585.6,182042857.7,168730862.2,268327260,275700786.7,183632281,173458470.6,93414694.02,1787761520
José Edvaldo Saraiva,94222033.01,168457335.8,181850657.3,186090957.5,167165777.7,272436903.6,274342008.8,181403357,171343837.3,91431691.03,1788744559
United States,597016018.7,1117625264,1173627091,1210488791,1096461302,1761160349,1776222055,1200857387,1115658859,603155862.2,11652272979
Central,52024487.86,94378462.04,100739217.6,101330762.2,93128056.98,151928240.5,153046872.5,103471714.4,93981771.03,49077395.44,993106980.6
Jillian  Carson,52024487.86,94378462.04,100739217.6,101330762.2,93128056.98,151928240.5,153046872.5,103471714.4,93981771.03,49077395.44,993106980.6
Northeast,45306598.8,85129970.28,87537880.91,92297821.7,80407648.54,134939372.9,134381002.7,91726124.52,84552763.72,45015278.56,881294462.7
Michael G Blythe,45306598.8,85129970.28,87537880.91,92297821.7,80407648.54,134939372.9,134381002.7,91726124.52,84552763.72,45015278.56,881294462.7
Northwest,223142188.7,414568155.5,432382543.6,454478812.4,408641220.1,654758441.3,659436304.8,441177464.4,417049409.8,226305713.8,4331940254
David R Campbell,74024009.72,140465195.4,142071046.1,151094130.6,133167272.5,216364563.4,221476766.2,145260978.4,138497082.3,76034010.27,1438455055
Pamela O Ansman-Wolfe,75789836.91,134794669.6,145020814.9,151785934.2,138208170.6,218477959.1,218697289,147769209.1,139428700.8,75188145.07,1445160729
Tete A Mensa-Annan,73328342.12,139308290.5,145290682.6,151598747.6,137265777,219915918.8,219262249.5,148147276.9,139123626.7,75083558.44,1448324470
Southeast,67356203.1,126761395,135436271.3,135801326.3,126442492.3,200125484.5,205343165.8,137715271,127495384.6,68232252.34,1330709246
Tsvi Michael Reiter,67356203.1,126761395,135436271.3,135801326.3,126442492.3,200125484.5,205343165.8,137715271,127495384.6,68232252.34,1330709246
Southwest,209186540.2,396787281,417531177.7,426580068.4,387841884.2,619408809.6,624014709.5,426766812.4,392579529.9,214525222.1,4115222035
Linda C Mitchell,102682633.1,196381859,210012067,212561986.8,192626768.2,311270130.2,313837584.6,213613696.6,195695408.8,108758595.6,2057440730
Shu K Ito,106503907,200405422,207519110.6,214018081.6,195215116,308138679.5,310177124.9,213153115.8,196884121.2,105766626.5,2057781305
Pacific,32298057.05,58966251.06,64713748.83,63881044.21,58798138.31,94412266.73,93300918.86,65221445.94,60890531.91,32708669.53,625191072.4
Australia,32298057.05,58966251.06,64713748.83,63881044.21,58798138.31,94412266.73,93300918.86,65221445.94,60890531.91,32708669.53,625191072.4
Australia,32298057.05,58966251.06,64713748.83,63881044.21,58798138.31,94412266.73,93300918.86,65221445.94,60890531.91,32708669.53,625191072.4
Lynn N Tsoflias,32298057.05,58966251.06,64713748.83,63881044.21,58798138.31,94412266.73,93300918.86,65221445.94,60890531.91,32708669.53,625191072.4
Grand Total,913179749.7,1694666980,1791474224,1838624677,1669203737,2682794671,2705468277,1825518913,1700626930,918100825.8,17739658984
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 12: Transaction Count,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Europe,64191,118990,124827,128702,117237,188358,188139,127922,118831,64115,1241312
France,21788,39729,41954,43581,39538,62034,62256,42509,39447,21085,413921
France,21788,39729,41954,43581,39538,62034,62256,42509,39447,21085,413921
Ranjit R Varkey Chudukatil,21788,39729,41954,43581,39538,62034,62256,42509,39447,21085,413921
Germany,21288,39641,42227,42968,38775,63142,63373,42415,39265,21375,414469
Germany,21288,39641,42227,42968,38775,63142,63373,42415,39265,21375,414469
Rachel B Valdez,21288,39641,42227,42968,38775,63142,63373,42415,39265,21375,414469
United Kingdom,21115,39620,40646,42153,38924,63182,62510,42998,40119,21655,412922
United Kingdom,21115,39620,40646,42153,38924,63182,62510,42998,40119,21655,412922
Jae B Pak,21115,39620,40646,42153,38924,63182,62510,42998,40119,21655,412922
North America,515132,957408,1010740,1040822,941999,1513378,1530453,1027700,961613,518594,10017839
Canada,123113,222207,239214,243494,221452,355567,361203,240227,225826,122054,2354357
Canada,123113,222207,239214,243494,221452,355567,361203,240227,225826,122054,2354357
Garrett R Vargas,60684,111191,120060,120881,111682,176864,181395,120702,113615,61484,1178558
José Edvaldo Saraiva,62429,111016,119154,122613,109770,178703,179808,119525,112211,60570,1175799
United States,392019,735201,771526,797328,720547,1157811,1169250,787473,735787,396540,7663482
Central,34117,61968,66154,67156,61435,99672,100124,66963,62088,32467,652144
Jillian  Carson,34117,61968,66154,67156,61435,99672,100124,66963,62088,32467,652144
Northeast,29759,55897,57410,59925,53241,89359,88378,59884,55302,30075,579230
Michael G Blythe,29759,55897,57410,59925,53241,89359,88378,59884,55302,30075,579230
Northwest,146865,274418,285010,298651,268124,430366,434616,290184,274570,148723,2851527
David R Campbell,49273,92716,93671,99571,87957,142715,145559,95601,92133,49755,948951
Pamela O Ansman-Wolfe,49567,89544,95908,99330,90162,143301,144672,97571,91247,49616,950918
Tete A Mensa-Annan,48025,92158,95431,99750,90005,144350,144385,97012,91190,49352,951658
Southeast,43858,82666,89240,89471,83056,130897,135843,90589,83687,44961,874268
Tsvi Michael Reiter,43858,82666,89240,89471,83056,130897,135843,90589,83687,44961,874268
Southwest,137420,260252,273712,282125,254691,407517,410289,279853,260140,140314,2706313
Linda C Mitchell,67610,129211,137454,140474,126634,204275,206220,140160,129351,71099,1352488
Shu K Ito,69810,131041,136258,141651,128057,203242,204069,139693,130789,69215,1353825
Pacific,21058,38842,42184,42214,38831,62113,61183,42650,40020,21392,410487
Australia,21058,38842,42184,42214,38831,62113,61183,42650,40020,21392,410487
Australia,21058,38842,42184,42214,38831,62113,61183,42650,40020,21392,410487
Lynn N Tsoflias,21058,38842,42184,42214,38831,62113,61183,42650,40020,21392,410487
Grand Total,600381,1115240,1177751,1211738,1098067,1763849,1779775,1198272,1120464,604101,11669638
,,,,,,,,,,,
,,,,,,,,,,,
Table 13: Average Quantity or units sold,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,3.503942787,3.501615992,3.495916313,3.505360433,3.499171239,3.493657248,3.501884116,3.490649935,3.506705405,3.491177348,3.498985786
Bike Racks,3.491792066,3.495357143,3.542627533,3.580194805,3.501263082,3.462201592,3.4996737,3.516831683,3.520613288,3.508419689,3.510116534
Bike Stands,3.418945964,3.503961419,3.493197279,3.535309793,3.439059675,3.507162041,3.539573144,3.501351351,3.464410328,3.48991542,3.496738909
Bottles and Cages,3.533200531,3.5,3.485929537,3.522819799,3.515265326,3.487244898,3.510668247,3.47176007,3.510887772,3.481708653,3.500968235
Cleaners,3.471544715,3.531974701,3.459967051,3.560606061,3.50363901,3.472059486,3.478826643,3.466216216,3.497794367,3.519575315,3.493917439
Fenders,3.534105534,3.506661992,3.491946309,3.502775057,3.483939287,3.479955703,3.5235067,3.483205853,3.552805856,3.383838384,3.498010789
Helmets,3.490671779,3.510877276,3.493880026,3.509581755,3.50167745,3.492936302,3.498849337,3.500771775,3.508627127,3.50362529,3.500956009
Hydration Packs,3.521625164,3.511939219,3.573089701,3.513819514,3.532620321,3.514402359,3.497792494,3.547720564,3.506547209,3.423762376,3.517670179
Lights,3.47475856,3.49338175,3.484620643,3.480339832,3.477985892,3.48988006,3.523227384,3.48074164,3.521617527,3.459889643,3.492454643
Locks,3.514392991,3.453940455,3.485586822,3.541666667,3.510379384,3.460676626,3.493925337,3.425098555,3.527915194,3.544980443,3.490496091
Panniers,3.395902181,3.548192771,3.48579161,3.490990991,3.506137184,3.512050932,3.471284524,3.446092977,3.501214856,3.554980595,3.492311332
Pumps,3.478430101,3.485273492,3.474844355,3.509391556,3.510857763,3.488586529,3.479164339,3.498928983,3.468319078,3.493721084,3.488563556
Tires and Tubes,3.535231402,3.496058922,3.501799723,3.486360691,3.497892639,3.502377697,3.50117276,3.493182226,3.504738042,3.493253731,3.499943003
Bikes,3.505132378,3.502027324,3.50049775,3.493507713,3.498269249,3.500637825,3.497979672,3.504929066,3.495498593,3.499365835,3.49950071
